Date,Value,Variable,Units,Quality,Site
2021-07-01,30.962962962962965,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-02,32.98518518518519,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-03,32.522222222222226,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-04,29.533333333333328,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-05,30.820370370370377,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-06,30.900000000000002,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-07,32.29999999999999,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-08,35.25185185185185,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-09,30.27592592592593,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-10,33.025925925925925,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-11,32.331481481481475,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-12,31.485185185185188,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-13,34.388888888888886,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-14,32.43703703703704,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-15,31.22222222222222,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-16,30.631481481481476,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-17,31.327777777777776,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-18,33.77407407407408,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-19,32.69074074074073,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-20,32.15925925925926,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-21,33.80185185185184,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-22,31.968518518518522,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-23,31.144444444444446,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-24,28.159259259259258,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-25,28.203703703703702,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-26,25.92592592592593,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-27,31.814814814814813,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-28,32.51666666666668,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-29,33.407407407407405,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-30,33.86851851851851,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-07-31,33.62222222222222,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-01,32.68888888888888,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-02,34.81481481481482,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-03,35.02962962962963,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-04,34.833333333333336,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-05,35.39074074074074,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-06,32.58333333333333,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-07,31.096296296296284,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-08,28.994444444444444,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-09,29.837037037037035,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-10,32.431481481481484,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-11,32.803703703703704,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-12,31.946296296296296,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-13,30.91851851851853,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-14,29.366666666666667,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-15,32.85740740740741,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-16,33.096296296296295,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-17,30.63888888888889,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-18,24.200000000000003,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-19,24.97037037037037,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-20,23.209259259259262,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-21,19.67777777777778,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-22,21.870370370370367,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-23,24.09444444444445,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-24,29.66296296296296,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-25,33.06666666666666,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-26,35.0,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-27,35.503703703703714,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-28,36.818518518518516,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-29,35.28148148148148,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-30,31.52407407407408,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-08-31,25.27407407407408,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-01,21.740740740740744,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-02,23.54444444444444,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-03,30.33888888888889,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-04,33.648148148148145,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-05,36.03703703703704,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-06,32.52777777777778,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-07,30.374074074074073,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-08,31.083333333333332,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-09,34.5611111111111,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-11,33.02222222222222,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-12,33.638888888888886,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-13,34.58888888888888,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-14,30.618518518518524,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-15,28.455555555555563,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-16,25.287037037037035,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-17,23.903703703703698,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-18,25.314814814814813,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-19,24.94814814814815,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-20,29.307407407407407,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-21,34.88148148148149,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-22,33.96296296296296,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-23,30.666666666666668,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-24,28.203703703703702,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-25,27.490740740740744,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-26,21.016666666666666,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-27,19.757407407407406,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-28,19.557407407407407,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-29,21.670370370370367,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-09-30,29.616666666666667,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-01,30.40370370370371,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-02,31.168518518518525,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-03,32.20925925925926,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-04,29.14444444444444,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-05,24.187037037037044,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-06,20.648148148148152,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-07,19.709259259259266,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-08,15.187037037037037,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-09,17.95740740740741,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-10,24.246296296296293,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-11,19.7462962962963,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-12,17.011111111111113,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-13,20.27962962962963,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-14,23.014814814814812,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-15,25.485185185185188,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-16,26.677777777777774,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-17,24.4037037037037,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-18,14.40740740740741,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-19,17.00555555555556,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-20,21.45740740740741,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-21,25.148148148148145,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-22,22.1537037037037,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-23,16.146296296296295,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-24,17.877777777777776,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-25,15.629629629629628,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-26,16.120370370370374,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-27,25.577777777777783,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-28,29.166666666666668,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-29,29.14629629629629,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-30,24.192592592592593,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-10-31,17.735185185185188,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-01,18.87407407407408,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-02,20.52777777777778,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-03,27.083333333333332,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-04,26.418518518518518,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-05,27.45555555555556,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-06,23.68333333333333,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-07,21.242592592592594,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-08,19.72407407407407,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-09,16.53888888888889,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-10,22.840740740740742,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-11,28.42777777777778,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-12,28.66481481481482,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-13,29.30185185185185,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-14,30.05740740740741,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-15,27.96851851851852,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-16,21.964814814814822,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-17,19.00185185185185,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-18,22.537037037037035,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-19,20.716666666666672,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-20,18.55185185185185,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-21,23.266666666666666,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-22,23.525925925925932,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-23,22.422222222222224,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-24,20.120370370370363,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-25,18.81666666666667,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-26,22.35925925925926,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-27,23.390740740740746,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-28,25.864814814814817,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-29,26.774074074074072,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-11-30,27.331481481481482,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-01,26.942592592592593,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-02,23.01851851851852,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-03,17.66666666666666,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-04,14.996296296296297,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-05,18.89074074074074,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-06,21.58703703703704,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-07,12.235185185185186,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-08,14.718518518518518,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-09,10.814814814814817,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-10,11.48703703703704,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-11,14.518518518518517,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-12,14.753703703703703,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-13,12.525925925925922,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-14,11.442592592592595,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-15,9.072222222222226,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-16,10.738888888888892,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-17,14.627777777777782,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-18,16.568518518518516,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-19,17.82962962962963,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-20,17.179629629629634,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-21,15.829629629629629,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-22,18.024074074074072,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-23,10.999999999999993,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-24,11.40740740740741,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-25,11.994444444444444,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-26,10.094444444444441,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-27,8.712962962962965,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-28,7.607407407407404,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-29,10.479629629629633,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-30,14.618518518518519,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
2021-12-31,13.409259259259256,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0.0,Redlands-Dearborn 
